
  0%|▎                                                                                 | 368/100000 [00:01<06:02, 274.50it/s]
epoch 51300  training loss: 0.09809090197086334

 52%|█████████████████████████████████████████▎                                      | 51713/100000 [03:41<04:11, 191.77it/s]
epoch 51400  training loss: 0.09807852655649185
epoch 51400  clean testing loss: 0.04042354226112366
epoch 51500  training loss: 0.09806704521179199
epoch 51500  clean testing loss: 0.040420304983854294
epoch 51600  training loss: 0.0980556532740593
epoch 51600  clean testing loss: 0.040425848215818405
epoch 51700  training loss: 0.09804434329271317

 52%|█████████████████████████████████████████▋                                      | 52100/100000 [03:43<04:08, 192.53it/s]
epoch 51800  training loss: 0.09803295135498047
epoch 51800  clean testing loss: 0.04042612761259079
epoch 51900  training loss: 0.09802153706550598
epoch 51900  clean testing loss: 0.04042293503880501
epoch 52000  training loss: 0.09801007807254791
epoch 52000  clean testing loss: 0.04042120277881622
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 52100  training loss: 0.09799861907958984

 52%|█████████████████████████████████████████▉                                      | 52489/100000 [03:45<04:04, 194.45it/s]
epoch 52200  training loss: 0.09798726439476013
epoch 52200  clean testing loss: 0.04042669013142586
epoch 52300  training loss: 0.09797583520412445
epoch 52300  clean testing loss: 0.040431488305330276
epoch 52400  training loss: 0.09796445071697235
epoch 52400  clean testing loss: 0.040434177964925766
epoch 52500  training loss: 0.09795314818620682

 53%|██████████████████████████████████████████▎                                     | 52875/100000 [03:47<04:10, 187.91it/s]
epoch 52600  training loss: 0.09794192761182785
epoch 52600  clean testing loss: 0.04042762145400047
epoch 52700  training loss: 0.09793075174093246
epoch 52700  clean testing loss: 0.04042714089155197
epoch 52800  training loss: 0.09791962057352066
epoch 52800  clean testing loss: 0.04042670503258705
epoch 52900  training loss: 0.0979083701968193

 53%|██████████████████████████████████████████▌                                     | 53266/100000 [03:49<04:06, 189.28it/s]
epoch 53000  training loss: 0.09789557009935379
epoch 53000  clean testing loss: 0.04041421785950661
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 53100  training loss: 0.09788431227207184
epoch 53100  clean testing loss: 0.0404164083302021
epoch 53200  training loss: 0.0978730246424675
epoch 53200  clean testing loss: 0.04040602594614029
epoch 53300  training loss: 0.09786184132099152

 54%|██████████████████████████████████████████▉                                     | 53654/100000 [03:51<04:04, 189.27it/s]
epoch 53400  training loss: 0.09785068035125732
epoch 53400  clean testing loss: 0.040423523634672165
epoch 53500  training loss: 0.09783945232629776
epoch 53500  clean testing loss: 0.04041106626391411
epoch 53600  training loss: 0.0978282168507576

 54%|███████████████████████████████████████████▏                                    | 54042/100000 [03:53<03:58, 192.76it/s]
epoch 53700  training loss: 0.09781689196825027
epoch 53700  clean testing loss: 0.04042414203286171
epoch 53800  training loss: 0.0978056862950325
epoch 53800  clean testing loss: 0.04041339084506035
epoch 53900  training loss: 0.09779439121484756
epoch 53900  clean testing loss: 0.04041026905179024
epoch 54000  training loss: 0.097783163189888
epoch 54000  clean testing loss: 0.04042007774114609

 54%|███████████████████████████████████████████▌                                    | 54411/100000 [03:55<03:55, 193.79it/s]
epoch 54100  training loss: 0.09777409583330154
epoch 54100  clean testing loss: 0.04041578248143196
epoch 54200  training loss: 0.09776497632265091
epoch 54200  clean testing loss: 0.04041945934295654
epoch 54300  training loss: 0.09775584936141968
epoch 54300  clean testing loss: 0.04042254015803337
epoch 54400  training loss: 0.09774667769670486

 55%|███████████████████████████████████████████▊                                    | 54819/100000 [03:57<03:50, 195.74it/s]
epoch 54500  training loss: 0.09773743152618408
epoch 54500  clean testing loss: 0.04042050614953041
epoch 54600  training loss: 0.09772827476263046
epoch 54600  clean testing loss: 0.04042039066553116
epoch 54700  training loss: 0.09771899878978729
epoch 54700  clean testing loss: 0.04041533172130585
epoch 54800  training loss: 0.0977097675204277

 55%|████████████████████████████████████████████▏                                   | 55189/100000 [03:59<03:50, 194.61it/s]
epoch 54900  training loss: 0.09770052134990692
epoch 54900  clean testing loss: 0.04042430594563484
epoch 55000  training loss: 0.09769124537706375
epoch 55000  clean testing loss: 0.0404159352183342
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 55100  training loss: 0.09768201410770416
epoch 55100  clean testing loss: 0.040416229516267776
epoch 55200  training loss: 0.09767265617847443

 56%|████████████████████████████████████████████▍                                   | 55573/100000 [04:01<03:54, 189.34it/s]
epoch 55300  training loss: 0.09766333550214767
epoch 55300  clean testing loss: 0.040415775030851364
epoch 55400  training loss: 0.09765394777059555
epoch 55400  clean testing loss: 0.04041292145848274
epoch 55500  training loss: 0.09764458239078522
epoch 55500  clean testing loss: 0.04042862355709076
epoch 55600  training loss: 0.09763520956039429

 56%|████████████████████████████████████████████▊                                   | 55966/100000 [04:03<03:44, 195.85it/s]
epoch 55700  training loss: 0.09762586653232574
epoch 55700  clean testing loss: 0.04041524603962898
epoch 55800  training loss: 0.09761649370193481
epoch 55800  clean testing loss: 0.04042316600680351
epoch 55900  training loss: 0.09760715067386627
epoch 55900  clean testing loss: 0.040416885167360306
epoch 56000  training loss: 0.09759773313999176
epoch 56000  clean testing loss: 0.04041304811835289

 56%|█████████████████████████████████████████████                                   | 56355/100000 [04:05<03:49, 190.40it/s]
epoch 56100  training loss: 0.09758837521076202
epoch 56100  clean testing loss: 0.040418609976768494
epoch 56200  training loss: 0.0975790023803711
epoch 56200  clean testing loss: 0.04041758552193642
epoch 56300  training loss: 0.09756959974765778

 57%|█████████████████████████████████████████████▍                                  | 56743/100000 [04:07<03:42, 194.35it/s]
epoch 56400  training loss: 0.09756026417016983
epoch 56400  clean testing loss: 0.04041202366352081
epoch 56500  training loss: 0.09755086153745651
epoch 56500  clean testing loss: 0.0404195599257946
epoch 56600  training loss: 0.09754148870706558
epoch 56600  clean testing loss: 0.04041450098156929
epoch 56700  training loss: 0.0975322276353836

 57%|█████████████████████████████████████████████▋                                  | 57129/100000 [04:09<03:47, 188.71it/s]
epoch 56800  training loss: 0.0975225567817688
epoch 56800  clean testing loss: 0.04041357710957527
epoch 56900  training loss: 0.09751304239034653
epoch 56900  clean testing loss: 0.04041328653693199
epoch 57000  training loss: 0.09750329703092575
epoch 57000  clean testing loss: 0.040416453033685684
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 57100  training loss: 0.09749448299407959

 58%|██████████████████████████████████████████████                                  | 57518/100000 [04:11<03:39, 193.13it/s]
epoch 57200  training loss: 0.09748588502407074
epoch 57200  clean testing loss: 0.04041394591331482
epoch 57300  training loss: 0.0974779725074768
epoch 57300  clean testing loss: 0.04041456803679466
epoch 57400  training loss: 0.09747028350830078
epoch 57400  clean testing loss: 0.04041404277086258
epoch 57500  training loss: 0.09746263176202774

 58%|██████████████████████████████████████████████▎                                 | 57889/100000 [04:13<03:36, 194.32it/s]
epoch 57600  training loss: 0.09745454788208008
epoch 57600  clean testing loss: 0.04040802642703056
epoch 57700  training loss: 0.09744621813297272
epoch 57700  clean testing loss: 0.04040452465415001
epoch 57800  training loss: 0.09743798524141312
epoch 57800  clean testing loss: 0.04040703922510147
epoch 57900  training loss: 0.09742989391088486

 58%|██████████████████████████████████████████████▋                                 | 58299/100000 [04:15<03:35, 193.52it/s]
epoch 58000  training loss: 0.09742207825183868
epoch 58000  clean testing loss: 0.040400080382823944
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 58100  training loss: 0.0974142923951149
epoch 58100  clean testing loss: 0.04039669409394264
epoch 58200  training loss: 0.09740645438432693
epoch 58200  clean testing loss: 0.040402840822935104
epoch 58300  training loss: 0.09739865362644196

 59%|██████████████████████████████████████████████▉                                 | 58689/100000 [04:17<03:35, 191.55it/s]
epoch 58400  training loss: 0.09739086031913757
epoch 58400  clean testing loss: 0.04039512947201729
epoch 58500  training loss: 0.09738310426473618
epoch 58500  clean testing loss: 0.04040154442191124
epoch 58600  training loss: 0.09737533330917358
epoch 58600  clean testing loss: 0.04040113463997841
epoch 58700  training loss: 0.09736723452806473

 59%|███████████████████████████████████████████████▏                                | 59058/100000 [04:19<03:31, 193.69it/s]
epoch 58800  training loss: 0.097359299659729
epoch 58800  clean testing loss: 0.04040108993649483
epoch 58900  training loss: 0.09735149145126343
epoch 58900  clean testing loss: 0.04039445519447327
epoch 59000  training loss: 0.09734369069337845
epoch 59000  clean testing loss: 0.0403992235660553
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 59100  training loss: 0.09733586758375168

 59%|███████████████████████████████████████████████▌                                | 59445/100000 [04:21<03:31, 191.56it/s]
epoch 59200  training loss: 0.0973280519247055
epoch 59200  clean testing loss: 0.04039788246154785
epoch 59300  training loss: 0.09732025861740112
epoch 59300  clean testing loss: 0.04039831832051277
epoch 59400  training loss: 0.09731246531009674

 60%|███████████████████████████████████████████████▊                                | 59830/100000 [04:23<03:24, 196.57it/s]
epoch 59500  training loss: 0.09730436652898788
epoch 59500  clean testing loss: 0.040402185171842575
epoch 59600  training loss: 0.09729625284671783
epoch 59600  clean testing loss: 0.04039932042360306
epoch 59700  training loss: 0.09728842973709106
epoch 59700  clean testing loss: 0.04040513187646866
epoch 59800  training loss: 0.09728068858385086

 60%|████████████████████████████████████████████████▏                               | 60197/100000 [04:25<03:24, 194.87it/s]
epoch 59900  training loss: 0.09727296978235245
epoch 59900  clean testing loss: 0.04040071368217468
epoch 60000  training loss: 0.09726528823375702
epoch 60000  clean testing loss: 0.040399737656116486
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 60100  training loss: 0.09725909680128098
epoch 60100  clean testing loss: 0.040400706231594086
epoch 60200  training loss: 0.09725276380777359

 61%|████████████████████████████████████████████████▍                               | 60583/100000 [04:27<03:25, 191.50it/s]
epoch 60300  training loss: 0.09724628180265427
epoch 60300  clean testing loss: 0.04040179401636124
epoch 60400  training loss: 0.0972399115562439
epoch 60400  clean testing loss: 0.040405165404081345
epoch 60500  training loss: 0.09723349660634995
epoch 60500  clean testing loss: 0.040399082005023956
epoch 60600  training loss: 0.09722723811864853

 61%|████████████████████████████████████████████████▊                               | 60989/100000 [04:29<03:24, 190.59it/s]
epoch 60700  training loss: 0.0972210094332695
epoch 60700  clean testing loss: 0.040400270372629166
epoch 60800  training loss: 0.09721474349498749
epoch 60800  clean testing loss: 0.04040108248591423
epoch 60900  training loss: 0.09720852971076965
epoch 60900  clean testing loss: 0.04040437936782837
epoch 61000  training loss: 0.09720233827829361
epoch 61000  clean testing loss: 0.040403954684734344

 61%|█████████████████████████████████████████████████                               | 61376/100000 [04:31<03:22, 190.72it/s]
epoch 61100  training loss: 0.09719610959291458
epoch 61100  clean testing loss: 0.04040245711803436
epoch 61200  training loss: 0.09718990325927734
epoch 61200  clean testing loss: 0.040400803089141846
epoch 61300  training loss: 0.09718356281518936
epoch 61300  clean testing loss: 0.0404062457382679
epoch 61400  training loss: 0.09717699140310287

 62%|█████████████████████████████████████████████████▍                              | 61763/100000 [04:33<03:18, 192.43it/s]
epoch 61500  training loss: 0.09717047214508057
epoch 61500  clean testing loss: 0.04040546715259552
epoch 61600  training loss: 0.09716401994228363
epoch 61600  clean testing loss: 0.040401384234428406
epoch 61700  training loss: 0.09715774655342102

 62%|█████████████████████████████████████████████████▋                              | 62085/100000 [04:35<03:25, 184.76it/s]
epoch 61800  training loss: 0.09715157002210617
epoch 61800  clean testing loss: 0.040402770042419434
epoch 61900  training loss: 0.09714526683092117
epoch 61900  clean testing loss: 0.04040564224123955
epoch 62000  training loss: 0.09713899344205856
epoch 62000  clean testing loss: 0.04040585085749626
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 62100  training loss: 0.09713242202997208

 63%|██████████████████████████████████████████████████                              | 62538/100000 [04:37<03:20, 187.31it/s]
epoch 62200  training loss: 0.0971258282661438
epoch 62200  clean testing loss: 0.0404030978679657
epoch 62300  training loss: 0.09711931645870209
epoch 62300  clean testing loss: 0.04040536656975746
epoch 62400  training loss: 0.09711283445358276
epoch 62400  clean testing loss: 0.040409669280052185
epoch 62500  training loss: 0.0971064493060112

 63%|██████████████████████████████████████████████████▎                             | 62923/100000 [04:39<03:13, 191.36it/s]
epoch 62600  training loss: 0.09710005670785904
epoch 62600  clean testing loss: 0.040408264845609665
epoch 62700  training loss: 0.09709383547306061
epoch 62700  clean testing loss: 0.04040807858109474
epoch 62800  training loss: 0.09708765894174576
epoch 62800  clean testing loss: 0.04040861502289772
epoch 62900  training loss: 0.09708151966333389

 63%|██████████████████████████████████████████████████▋                             | 63295/100000 [04:41<03:05, 197.47it/s]
epoch 63000  training loss: 0.09707537293434143
epoch 63000  clean testing loss: 0.040409449487924576
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 63100  training loss: 0.09707046300172806
epoch 63100  clean testing loss: 0.04040849581360817
epoch 63200  training loss: 0.09706556797027588
epoch 63200  clean testing loss: 0.04040967673063278
epoch 63300  training loss: 0.09706061333417892

 64%|██████████████████████████████████████████████████▉                             | 63684/100000 [04:43<03:08, 193.05it/s]
epoch 63400  training loss: 0.09705568104982376
epoch 63400  clean testing loss: 0.040408022701740265
epoch 63500  training loss: 0.0970504879951477
epoch 63500  clean testing loss: 0.04041309654712677
epoch 63600  training loss: 0.09704524278640747
epoch 63600  clean testing loss: 0.040411628782749176
epoch 63700  training loss: 0.09704013913869858

 64%|███████████████████████████████████████████████████▎                            | 64075/100000 [04:45<03:05, 193.93it/s]
epoch 63800  training loss: 0.09703496843576431
epoch 63800  clean testing loss: 0.040411993861198425
epoch 63900  training loss: 0.09702986478805542
epoch 63900  clean testing loss: 0.04041587933897972
epoch 64000  training loss: 0.09702473878860474
epoch 64000  clean testing loss: 0.04041094332933426
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 64100  training loss: 0.09701981395483017

 64%|███████████████████████████████████████████████████▌                            | 64465/100000 [04:47<03:07, 189.09it/s]
epoch 64200  training loss: 0.09701482206583023
epoch 64200  clean testing loss: 0.04041145369410515
epoch 64300  training loss: 0.09700984507799149
epoch 64300  clean testing loss: 0.04041502624750137
epoch 64400  training loss: 0.09700487554073334

 65%|███████████████████████████████████████████████████▉                            | 64854/100000 [04:50<02:59, 195.59it/s]
epoch 64500  training loss: 0.09699989855289459
epoch 64500  clean testing loss: 0.04041503369808197
epoch 64600  training loss: 0.09699492156505585
epoch 64600  clean testing loss: 0.04041104391217232
epoch 64700  training loss: 0.0969899520277977
epoch 64700  clean testing loss: 0.04041583091020584
epoch 64800  training loss: 0.09698498994112015

 65%|████████████████████████████████████████████████████▏                           | 65219/100000 [04:51<02:58, 194.75it/s]
epoch 64900  training loss: 0.0969800129532814
epoch 64900  clean testing loss: 0.040416453033685684
epoch 65000  training loss: 0.09697502106428146
epoch 65000  clean testing loss: 0.04041319712996483
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 65100  training loss: 0.09697002917528152
epoch 65100  clean testing loss: 0.04041410982608795
epoch 65200  training loss: 0.09696502238512039

 66%|████████████████████████████████████████████████████▍                           | 65584/100000 [04:53<02:59, 191.81it/s]
epoch 65300  training loss: 0.09695999324321747
epoch 65300  clean testing loss: 0.04041588306427002
epoch 65400  training loss: 0.09695500135421753
epoch 65400  clean testing loss: 0.040415916591882706
epoch 65500  training loss: 0.0969499871134758
epoch 65500  clean testing loss: 0.04041197896003723
epoch 65600  training loss: 0.09694499522447586

 66%|████████████████████████████████████████████████████▊                           | 65991/100000 [04:56<02:58, 190.40it/s]
epoch 65700  training loss: 0.09694001823663712
epoch 65700  clean testing loss: 0.04041623696684837
epoch 65800  training loss: 0.09693506360054016
epoch 65800  clean testing loss: 0.04041570425033569
epoch 65900  training loss: 0.0969301238656044
epoch 65900  clean testing loss: 0.04041270911693573
epoch 66000  training loss: 0.09692515432834625
epoch 66000  clean testing loss: 0.04041587561368942

 66%|█████████████████████████████████████████████████████                           | 66382/100000 [04:58<02:51, 195.61it/s]
epoch 66100  training loss: 0.09692111611366272
epoch 66100  clean testing loss: 0.040416643023490906
epoch 66200  training loss: 0.09691711515188217
epoch 66200  clean testing loss: 0.040415894240140915
epoch 66300  training loss: 0.09691283106803894
epoch 66300  clean testing loss: 0.04041624814271927
epoch 66400  training loss: 0.09690849483013153

 67%|█████████████████████████████████████████████████████▍                          | 66770/100000 [05:00<02:55, 189.72it/s]
epoch 66500  training loss: 0.0969042256474495
epoch 66500  clean testing loss: 0.04041469097137451
epoch 66600  training loss: 0.09689998626708984
epoch 66600  clean testing loss: 0.04041868820786476
epoch 66700  training loss: 0.09689576923847198

 67%|█████████████████████████████████████████████████████▋                          | 67142/100000 [05:01<02:53, 189.84it/s]
epoch 66800  training loss: 0.09689155966043472
epoch 66800  clean testing loss: 0.04041508585214615
epoch 66900  training loss: 0.09688736498355865
epoch 66900  clean testing loss: 0.0404151976108551
epoch 67000  training loss: 0.09688317775726318
epoch 67000  clean testing loss: 0.04041946306824684
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 67100  training loss: 0.0968790203332901

 68%|██████████████████████████████████████████████████████                          | 67531/100000 [05:03<02:46, 195.19it/s]
epoch 67200  training loss: 0.09687477350234985
epoch 67200  clean testing loss: 0.04041974991559982
epoch 67300  training loss: 0.09687058627605438
epoch 67300  clean testing loss: 0.04041784256696701
epoch 67400  training loss: 0.09686640650033951
epoch 67400  clean testing loss: 0.04042133688926697
epoch 67500  training loss: 0.09686221927404404

 68%|██████████████████████████████████████████████████████▎                         | 67918/100000 [05:05<02:49, 189.44it/s]
epoch 67600  training loss: 0.09685797989368439
epoch 67600  clean testing loss: 0.04042087867856026
epoch 67700  training loss: 0.09685392677783966
epoch 67700  clean testing loss: 0.04042227193713188
epoch 67800  training loss: 0.09684981405735016
epoch 67800  clean testing loss: 0.0404205359518528
epoch 67900  training loss: 0.09684576839208603

 68%|██████████████████████████████████████████████████████▋                         | 68309/100000 [05:08<02:42, 194.76it/s]
epoch 68000  training loss: 0.09684166312217712
epoch 68000  clean testing loss: 0.0404219776391983
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 68100  training loss: 0.09683758020401001
epoch 68100  clean testing loss: 0.0404178723692894
epoch 68200  training loss: 0.09683351963758469
epoch 68200  clean testing loss: 0.040415193885564804
epoch 68300  training loss: 0.09682940691709518

 69%|██████████████████████████████████████████████████████▉                         | 68699/100000 [05:10<02:41, 193.87it/s]
epoch 68400  training loss: 0.09682522714138031
epoch 68400  clean testing loss: 0.040417566895484924
epoch 68500  training loss: 0.09682104736566544
epoch 68500  clean testing loss: 0.0404173769056797
epoch 68600  training loss: 0.0968167781829834
epoch 68600  clean testing loss: 0.04041614010930061
epoch 68700  training loss: 0.09681256860494614

 69%|███████████████████████████████████████████████████████▎                        | 69078/100000 [05:12<02:53, 178.58it/s]
epoch 68800  training loss: 0.09680832177400589
epoch 68800  clean testing loss: 0.040409479290246964
epoch 68900  training loss: 0.09680359065532684
epoch 68900  clean testing loss: 0.040406059473752975
epoch 69000  training loss: 0.0967991054058075
epoch 69000  clean testing loss: 0.04040039703249931

 69%|███████████████████████████████████████████████████████▎                        | 69098/100000 [05:12<02:47, 184.37it/s]
epoch 69100  training loss: 0.09679556638002396

 70%|████████████████████████████████████████████████████████▊                        | 70095/100000 [05:22<14:00, 35.60it/s]
epoch 69200  training loss: 0.0967918410897255
epoch 69200  clean testing loss: 0.04039420187473297
epoch 69300  training loss: 0.09678803384304047
epoch 69300  clean testing loss: 0.04039057716727257
epoch 69400  training loss: 0.09678409993648529
epoch 69400  clean testing loss: 0.040386784821748734
epoch 69500  training loss: 0.09678049385547638
epoch 69500  clean testing loss: 0.040388721972703934
epoch 69600  training loss: 0.09677696228027344
epoch 69600  clean testing loss: 0.0403875894844532
epoch 69700  training loss: 0.09677346795797348
epoch 69700  clean testing loss: 0.040389690548181534
epoch 69800  training loss: 0.09677000343799591
epoch 69800  clean testing loss: 0.0403875969350338
epoch 69900  training loss: 0.09676653146743774
epoch 69900  clean testing loss: 0.040389008820056915
epoch 70000  training loss: 0.09676303714513779
epoch 70000  clean testing loss: 0.040386591106653214
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 70100  training loss: 0.09675957262516022

 71%|████████████████████████████████████████████████████████▍                       | 70534/100000 [05:24<02:18, 212.91it/s]
epoch 70200  training loss: 0.09675612300634384
epoch 70200  clean testing loss: 0.040391772985458374
epoch 70300  training loss: 0.09675268828868866
epoch 70300  clean testing loss: 0.040389567613601685
epoch 70400  training loss: 0.09674926102161407
epoch 70400  clean testing loss: 0.040392305701971054
epoch 70500  training loss: 0.0967457965016365

 71%|████████████████████████████████████████████████████████▊                       | 70976/100000 [05:26<02:10, 222.45it/s]
epoch 70600  training loss: 0.09674232453107834
epoch 70600  clean testing loss: 0.04039059206843376
epoch 70700  training loss: 0.09673895686864853
epoch 70700  clean testing loss: 0.040392227470874786
epoch 70800  training loss: 0.09673552215099335
epoch 70800  clean testing loss: 0.0403926707804203
epoch 70900  training loss: 0.09673210233449936

 71%|█████████████████████████████████████████████████████████▏                      | 71415/100000 [05:28<02:12, 216.36it/s]
epoch 71000  training loss: 0.09672868996858597
epoch 71000  clean testing loss: 0.04039417579770088
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 71100  training loss: 0.09672534465789795
epoch 71100  clean testing loss: 0.040393561124801636
epoch 71200  training loss: 0.09672203660011292
epoch 71200  clean testing loss: 0.04039303958415985
epoch 71300  training loss: 0.09671870619058609
epoch 71300  clean testing loss: 0.04039532318711281
epoch 71400  training loss: 0.09671542793512344

 72%|█████████████████████████████████████████████████████████▍                      | 71852/100000 [05:30<02:07, 219.94it/s]
epoch 71500  training loss: 0.09671203047037125
epoch 71500  clean testing loss: 0.04039037600159645
epoch 71600  training loss: 0.09670878201723099
epoch 71600  clean testing loss: 0.040393367409706116
epoch 71700  training loss: 0.09670546650886536
epoch 71700  clean testing loss: 0.040393851697444916
epoch 71800  training loss: 0.09670215100049973

 72%|█████████████████████████████████████████████████████████▊                      | 72283/100000 [05:32<02:06, 219.05it/s]
epoch 71900  training loss: 0.09669885784387589
epoch 71900  clean testing loss: 0.04039135202765465
epoch 72000  training loss: 0.09669552743434906
epoch 72000  clean testing loss: 0.04039483889937401
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 72100  training loss: 0.09669293463230133
epoch 72100  clean testing loss: 0.040393467992544174
epoch 72200  training loss: 0.0966903418302536

 73%|██████████████████████████████████████████████████████████▏                     | 72718/100000 [05:34<02:05, 217.30it/s]
epoch 72300  training loss: 0.09668770432472229
epoch 72300  clean testing loss: 0.04039664939045906
epoch 72400  training loss: 0.09668509662151337
epoch 72400  clean testing loss: 0.04039318487048149
epoch 72500  training loss: 0.09668248146772385
epoch 72500  clean testing loss: 0.040395691990852356
epoch 72600  training loss: 0.09667986631393433
epoch 72600  clean testing loss: 0.04039650782942772
epoch 72700  training loss: 0.0966772735118866

 73%|██████████████████████████████████████████████████████████▌                     | 73163/100000 [05:36<02:00, 221.87it/s]
epoch 72800  training loss: 0.09667465835809708
epoch 72800  clean testing loss: 0.0403963103890419
epoch 72900  training loss: 0.09667202085256577
epoch 72900  clean testing loss: 0.04039441794157028
epoch 73000  training loss: 0.09666939079761505
epoch 73000  clean testing loss: 0.04039693996310234
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 73100  training loss: 0.09666676819324493

 74%|██████████████████████████████████████████████████████████▉                     | 73600/100000 [05:38<02:01, 217.92it/s]
epoch 73200  training loss: 0.09666414558887482
epoch 73200  clean testing loss: 0.04039502888917923
epoch 73300  training loss: 0.0966615155339241
epoch 73300  clean testing loss: 0.040394607931375504
epoch 73400  training loss: 0.09665892273187637
epoch 73400  clean testing loss: 0.04039555415511131
epoch 73500  training loss: 0.09665623307228088
epoch 73500  clean testing loss: 0.04039742425084114
epoch 73600  training loss: 0.09665364772081375

 74%|███████████████████████████████████████████████████████████▏                    | 74045/100000 [05:40<01:58, 219.61it/s]
epoch 73700  training loss: 0.09665098786354065
epoch 73700  clean testing loss: 0.040397047996520996
epoch 73800  training loss: 0.09664838761091232
epoch 73800  clean testing loss: 0.040396202355623245
epoch 73900  training loss: 0.09664574265480042
epoch 73900  clean testing loss: 0.04039803519845009
epoch 74000  training loss: 0.09664314985275269
epoch 74000  clean testing loss: 0.04039641097187996

 74%|███████████████████████████████████████████████████████████▌                    | 74478/100000 [05:42<01:56, 219.60it/s]
epoch 74100  training loss: 0.0966404601931572
epoch 74100  clean testing loss: 0.040394704788923264
epoch 74200  training loss: 0.09663786739110947
epoch 74200  clean testing loss: 0.040399763733148575
epoch 74300  training loss: 0.09663526713848114
epoch 74300  clean testing loss: 0.040399108082056046
epoch 74400  training loss: 0.09663268178701401

 75%|███████████████████████████████████████████████████████████▉                    | 74921/100000 [05:44<01:53, 221.74it/s]
epoch 74500  training loss: 0.09663000702857971
epoch 74500  clean testing loss: 0.040397029370069504
epoch 74600  training loss: 0.09662739932537079
epoch 74600  clean testing loss: 0.04039768502116203
epoch 74700  training loss: 0.09662477672100067
epoch 74700  clean testing loss: 0.040397901087999344
epoch 74800  training loss: 0.09662212431430817
epoch 74800  clean testing loss: 0.040399011224508286
epoch 74900  training loss: 0.09661951661109924

 75%|████████████████████████████████████████████████████████████▎                   | 75336/100000 [05:46<01:50, 223.04it/s]
epoch 75000  training loss: 0.09661691635847092
epoch 75000  clean testing loss: 0.04039914906024933
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 75100  training loss: 0.09661475569009781
epoch 75100  clean testing loss: 0.04039902985095978
epoch 75200  training loss: 0.0966125950217247
epoch 75200  clean testing loss: 0.040399257093667984
epoch 75300  training loss: 0.09661044925451279

 76%|████████████████████████████████████████████████████████████▌                   | 75776/100000 [05:48<01:51, 217.45it/s]
epoch 75400  training loss: 0.09660828113555908
epoch 75400  clean testing loss: 0.04039899632334709
epoch 75500  training loss: 0.09660615026950836
epoch 75500  clean testing loss: 0.04039912298321724
epoch 75600  training loss: 0.09660397469997406
epoch 75600  clean testing loss: 0.04039852321147919
epoch 75700  training loss: 0.09660182148218155

 76%|████████████████████████████████████████████████████████████▉                   | 76218/100000 [05:50<01:49, 216.94it/s]
epoch 75800  training loss: 0.09659965336322784
epoch 75800  clean testing loss: 0.04040117189288139
epoch 75900  training loss: 0.09659738838672638
epoch 75900  clean testing loss: 0.04039977118372917
epoch 76000  training loss: 0.09659507125616074
epoch 76000  clean testing loss: 0.04040222242474556
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 76100  training loss: 0.09659276902675629
