
  0%|▎                                                                                 | 319/100000 [00:01<06:33, 253.07it/s]
epoch 50700  training loss: 0.027228690683841705
epoch 50700  clean testing loss: 0.07819023728370667
epoch 50800  training loss: 0.027193937450647354
epoch 50800  clean testing loss: 0.07804570347070694
epoch 50900  training loss: 0.02714156173169613
epoch 50900  clean testing loss: 0.0783347636461258
epoch 51000  training loss: 0.027139130979776382
epoch 51000  clean testing loss: 0.07828325033187866

 51%|█████████████████████████████████████████▏                                      | 51457/100000 [04:25<03:58, 203.57it/s]
epoch 51100  training loss: 0.0270902831107378
epoch 51100  clean testing loss: 0.07819032669067383
epoch 51200  training loss: 0.027073530480265617
epoch 51200  clean testing loss: 0.07833839952945709
epoch 51300  training loss: 0.027051683515310287
epoch 51300  clean testing loss: 0.07838696986436844
epoch 51400  training loss: 0.027035364881157875
epoch 51400  clean testing loss: 0.07836554199457169
epoch 51500  training loss: 0.027075722813606262

 52%|█████████████████████████████████████████▍                                      | 51872/100000 [04:27<03:54, 205.46it/s]
epoch 51600  training loss: 0.026991959661245346
epoch 51600  clean testing loss: 0.07857498526573181
epoch 51700  training loss: 0.027124539017677307
epoch 51700  clean testing loss: 0.07900894433259964
epoch 51800  training loss: 0.027050279080867767
epoch 51800  clean testing loss: 0.07850033789873123
epoch 51900  training loss: 0.02694006823003292

 52%|█████████████████████████████████████████▊                                      | 52286/100000 [04:29<03:50, 207.31it/s]
epoch 52000  training loss: 0.026895027607679367
epoch 52000  clean testing loss: 0.07880637794733047
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 52100  training loss: 0.02689088135957718
epoch 52100  clean testing loss: 0.07874558120965958
epoch 52200  training loss: 0.02688603289425373
epoch 52200  clean testing loss: 0.07876554876565933
epoch 52300  training loss: 0.026985006406903267

 53%|██████████████████████████████████████████▏                                     | 52699/100000 [04:31<03:47, 208.16it/s]
epoch 52400  training loss: 0.026861675083637238
epoch 52400  clean testing loss: 0.07876668125391006
epoch 52500  training loss: 0.026827415451407433
epoch 52500  clean testing loss: 0.0790436640381813
epoch 52600  training loss: 0.026778334751725197
epoch 52600  clean testing loss: 0.07892739027738571
epoch 52700  training loss: 0.026777436956763268

 53%|██████████████████████████████████████████▍                                     | 53113/100000 [04:33<03:44, 208.94it/s]
epoch 52800  training loss: 0.02675876021385193
epoch 52800  clean testing loss: 0.07900894433259964
epoch 52900  training loss: 0.02672566846013069
epoch 52900  clean testing loss: 0.07921162992715836
epoch 53000  training loss: 0.026835288852453232
epoch 53000  clean testing loss: 0.07960791140794754
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 53100  training loss: 0.02668374963104725

 54%|██████████████████████████████████████████▊                                     | 53525/100000 [04:35<03:49, 202.62it/s]
epoch 53200  training loss: 0.02672969549894333
epoch 53200  clean testing loss: 0.07901093363761902
epoch 53300  training loss: 0.02664620243012905
epoch 53300  clean testing loss: 0.0791696086525917
epoch 53400  training loss: 0.026649968698620796
epoch 53400  clean testing loss: 0.0791807621717453
epoch 53500  training loss: 0.02663283795118332

 54%|███████████████████████████████████████████▏                                    | 53940/100000 [04:37<03:44, 205.07it/s]
epoch 53600  training loss: 0.026737354695796967
epoch 53600  clean testing loss: 0.07983385026454926
epoch 53700  training loss: 0.02663038671016693
epoch 53700  clean testing loss: 0.07963046431541443
epoch 53800  training loss: 0.02662271074950695
epoch 53800  clean testing loss: 0.07935791462659836
epoch 53900  training loss: 0.026601100340485573

 54%|███████████████████████████████████████████▍                                    | 54354/100000 [04:39<03:41, 206.38it/s]
epoch 54000  training loss: 0.026505926623940468
epoch 54000  clean testing loss: 0.0795440748333931
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 54100  training loss: 0.026475731283426285
epoch 54100  clean testing loss: 0.07968628406524658
epoch 54200  training loss: 0.026455888524651527
epoch 54200  clean testing loss: 0.07961244881153107
epoch 54300  training loss: 0.02643788978457451

 55%|███████████████████████████████████████████▊                                    | 54768/100000 [04:41<03:35, 209.49it/s]
epoch 54400  training loss: 0.026469560340046883
epoch 54400  clean testing loss: 0.07965853065252304
epoch 54500  training loss: 0.02643064223229885
epoch 54500  clean testing loss: 0.07980810105800629
epoch 54600  training loss: 0.02644103392958641
epoch 54600  clean testing loss: 0.07982301712036133
epoch 54700  training loss: 0.02644362486898899
epoch 54700  clean testing loss: 0.07961098849773407
epoch 54800  training loss: 0.026350950822234154

 55%|████████████████████████████████████████████▏                                   | 55181/100000 [04:43<03:35, 208.34it/s]
epoch 54900  training loss: 0.0263641607016325
epoch 54900  clean testing loss: 0.07978060096502304
epoch 55000  training loss: 0.026385778561234474
epoch 55000  clean testing loss: 0.08003299683332443
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 55100  training loss: 0.026324249804019928
epoch 55100  clean testing loss: 0.07977759093046188
epoch 55200  training loss: 0.026288745924830437

 56%|████████████████████████████████████████████▍                                   | 55594/100000 [04:45<03:34, 206.92it/s]
epoch 55300  training loss: 0.02627287432551384
epoch 55300  clean testing loss: 0.07989755272865295
epoch 55400  training loss: 0.02629854343831539
epoch 55400  clean testing loss: 0.08005902916193008
epoch 55500  training loss: 0.026279877871274948
epoch 55500  clean testing loss: 0.08023029565811157
epoch 55600  training loss: 0.026225728914141655

 56%|████████████████████████████████████████████▊                                   | 56008/100000 [04:47<03:33, 206.04it/s]
epoch 55700  training loss: 0.02631179243326187
epoch 55700  clean testing loss: 0.08041822910308838
epoch 55800  training loss: 0.026180069893598557
epoch 55800  clean testing loss: 0.08014978468418121
epoch 55900  training loss: 0.02619240991771221
epoch 55900  clean testing loss: 0.08013512194156647
epoch 56000  training loss: 0.026143647730350494
epoch 56000  clean testing loss: 0.0801273062825203

 56%|█████████████████████████████████████████████▏                                  | 56426/100000 [04:49<03:34, 202.70it/s]
epoch 56100  training loss: 0.026150478050112724
epoch 56100  clean testing loss: 0.08021721988916397
epoch 56200  training loss: 0.026103666052222252
epoch 56200  clean testing loss: 0.08044491708278656
epoch 56300  training loss: 0.02613091841340065
epoch 56300  clean testing loss: 0.08011224865913391
epoch 56400  training loss: 0.026134861633181572

 57%|█████████████████████████████████████████████▍                                  | 56840/100000 [04:51<03:30, 205.04it/s]
epoch 56500  training loss: 0.026057977229356766
epoch 56500  clean testing loss: 0.08025955408811569
epoch 56600  training loss: 0.02608843334019184
epoch 56600  clean testing loss: 0.08020856231451035
epoch 56700  training loss: 0.026081357151269913
epoch 56700  clean testing loss: 0.08030284196138382
epoch 56800  training loss: 0.0260830819606781

 57%|█████████████████████████████████████████████▊                                  | 57252/100000 [04:53<03:27, 206.04it/s]
epoch 56900  training loss: 0.026076262816786766
epoch 56900  clean testing loss: 0.08077945560216904
epoch 57000  training loss: 0.02604750171303749
epoch 57000  clean testing loss: 0.08040878176689148
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 57100  training loss: 0.025958549231290817
epoch 57100  clean testing loss: 0.08043649792671204
epoch 57200  training loss: 0.025964077562093735

 58%|██████████████████████████████████████████████▏                                 | 57667/100000 [04:55<03:22, 209.24it/s]
epoch 57300  training loss: 0.0259193517267704
epoch 57300  clean testing loss: 0.08049767464399338
epoch 57400  training loss: 0.025924691930413246
epoch 57400  clean testing loss: 0.08073471486568451
epoch 57500  training loss: 0.025922609493136406
epoch 57500  clean testing loss: 0.08064445853233337
epoch 57600  training loss: 0.025899358093738556
epoch 57600  clean testing loss: 0.08065182715654373
epoch 57700  training loss: 0.02586549147963524

 58%|██████████████████████████████████████████████▍                                 | 58081/100000 [04:57<03:21, 207.97it/s]
epoch 57800  training loss: 0.025852147489786148
epoch 57800  clean testing loss: 0.08081847429275513
epoch 57900  training loss: 0.025892408564686775
epoch 57900  clean testing loss: 0.08086853474378586
epoch 58000  training loss: 0.02584949880838394
epoch 58000  clean testing loss: 0.08078261464834213
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 58100  training loss: 0.025830045342445374

 58%|██████████████████████████████████████████████▊                                 | 58494/100000 [04:59<03:20, 207.10it/s]
epoch 58200  training loss: 0.02581297792494297
epoch 58200  clean testing loss: 0.08093057572841644
epoch 58300  training loss: 0.025768570601940155
epoch 58300  clean testing loss: 0.08098199963569641
epoch 58400  training loss: 0.02576020546257496
epoch 58400  clean testing loss: 0.08068796247243881
epoch 58500  training loss: 0.025751419365406036

 59%|███████████████████████████████████████████████▏                                | 58908/100000 [05:01<03:21, 203.65it/s]
epoch 58600  training loss: 0.025762265548110008
epoch 58600  clean testing loss: 0.08106900751590729
epoch 58700  training loss: 0.02576407417654991
epoch 58700  clean testing loss: 0.08113683015108109
epoch 58800  training loss: 0.025696195662021637
epoch 58800  clean testing loss: 0.08095119148492813
epoch 58900  training loss: 0.025717491284012794

 59%|███████████████████████████████████████████████▍                                | 59322/100000 [05:03<03:17, 205.93it/s]
epoch 59000  training loss: 0.025711553171277046
epoch 59000  clean testing loss: 0.08097074925899506
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 59100  training loss: 0.025701476261019707
epoch 59100  clean testing loss: 0.0811915472149849
epoch 59200  training loss: 0.025636091828346252
epoch 59200  clean testing loss: 0.08104372024536133
epoch 59300  training loss: 0.025633519515395164

 60%|███████████████████████████████████████████████▊                                | 59738/100000 [05:06<03:14, 206.54it/s]
epoch 59400  training loss: 0.025693368166685104
epoch 59400  clean testing loss: 0.08074068278074265
epoch 59500  training loss: 0.025621308013796806
epoch 59500  clean testing loss: 0.08098354190587997
epoch 59600  training loss: 0.02559356763958931
epoch 59600  clean testing loss: 0.08112822473049164
epoch 59700  training loss: 0.025636015459895134

 60%|████████████████████████████████████████████████                                | 60153/100000 [05:08<03:11, 208.43it/s]
epoch 59800  training loss: 0.025578059256076813
epoch 59800  clean testing loss: 0.08115753531455994
epoch 59900  training loss: 0.025546498596668243
epoch 59900  clean testing loss: 0.08126135915517807
epoch 60000  training loss: 0.025539306923747063
epoch 60000  clean testing loss: 0.0811542272567749
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 60100  training loss: 0.02550790086388588

 61%|████████████████████████████████████████████████▍                               | 60567/100000 [05:10<03:08, 209.64it/s]
epoch 60200  training loss: 0.02550327405333519
epoch 60200  clean testing loss: 0.08128848671913147
epoch 60300  training loss: 0.025482194498181343
epoch 60300  clean testing loss: 0.08124297112226486
epoch 60400  training loss: 0.025475868955254555
epoch 60400  clean testing loss: 0.08120670914649963
epoch 60500  training loss: 0.02545962668955326
epoch 60500  clean testing loss: 0.08138685673475266
epoch 60600  training loss: 0.025462644174695015

 61%|████████████████████████████████████████████████▊                               | 60980/100000 [05:12<03:11, 203.41it/s]
epoch 60700  training loss: 0.02544255182147026
epoch 60700  clean testing loss: 0.08140675723552704
epoch 60800  training loss: 0.025435680523514748
epoch 60800  clean testing loss: 0.08132424205541611
epoch 60900  training loss: 0.025424068793654442
epoch 60900  clean testing loss: 0.08146640658378601
epoch 61000  training loss: 0.02538992278277874
epoch 61000  clean testing loss: 0.08146081864833832

 61%|█████████████████████████████████████████████████                               | 61394/100000 [05:14<03:09, 204.18it/s]
epoch 61100  training loss: 0.025384539738297462
epoch 61100  clean testing loss: 0.08147616684436798
epoch 61200  training loss: 0.025376038625836372
epoch 61200  clean testing loss: 0.08156930655241013
epoch 61300  training loss: 0.025386827066540718
epoch 61300  clean testing loss: 0.08154957741498947
epoch 61400  training loss: 0.025364762172102928

 62%|█████████████████████████████████████████████████▍                              | 61809/100000 [05:16<03:05, 205.92it/s]
epoch 61500  training loss: 0.025331325829029083
epoch 61500  clean testing loss: 0.08151325583457947
epoch 61600  training loss: 0.025313420221209526
epoch 61600  clean testing loss: 0.08156679570674896
epoch 61700  training loss: 0.02534494921565056
epoch 61700  clean testing loss: 0.08154240250587463
epoch 61800  training loss: 0.025295525789260864

 62%|█████████████████████████████████████████████████▊                              | 62221/100000 [05:18<03:01, 208.63it/s]
epoch 61900  training loss: 0.025279037654399872
epoch 61900  clean testing loss: 0.08175473660230637
epoch 62000  training loss: 0.02529277093708515
epoch 62000  clean testing loss: 0.08171601593494415
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 62100  training loss: 0.025262966752052307
epoch 62100  clean testing loss: 0.08186446875333786
epoch 62200  training loss: 0.02527243085205555

 63%|██████████████████████████████████████████████████                              | 62636/100000 [05:20<02:58, 209.11it/s]
epoch 62300  training loss: 0.025220539420843124
epoch 62300  clean testing loss: 0.0816696360707283
epoch 62400  training loss: 0.02523758076131344
epoch 62400  clean testing loss: 0.08169817179441452
epoch 62500  training loss: 0.025193223729729652
epoch 62500  clean testing loss: 0.08196113258600235
epoch 62600  training loss: 0.025191091001033783

 63%|██████████████████████████████████████████████████▍                             | 63069/100000 [05:22<02:58, 207.21it/s]
epoch 62700  training loss: 0.02516944706439972
epoch 62700  clean testing loss: 0.08191371709108353
epoch 62800  training loss: 0.02515583299100399
epoch 62800  clean testing loss: 0.08204144984483719
epoch 62900  training loss: 0.02514878660440445
epoch 62900  clean testing loss: 0.08211614191532135
epoch 63000  training loss: 0.025132127106189728
epoch 63000  clean testing loss: 0.08200455456972122

 63%|██████████████████████████████████████████████████▊                             | 63484/100000 [05:24<02:54, 208.68it/s]
epoch 63100  training loss: 0.025118688121438026
epoch 63100  clean testing loss: 0.08199168741703033
epoch 63200  training loss: 0.025104766711592674
epoch 63200  clean testing loss: 0.08197671920061111
epoch 63300  training loss: 0.025091372430324554
epoch 63300  clean testing loss: 0.08216215670108795
epoch 63400  training loss: 0.02509024180471897
epoch 63400  clean testing loss: 0.08201993256807327
epoch 63500  training loss: 0.025085018947720528

 64%|███████████████████████████████████████████████████                             | 63899/100000 [05:26<02:51, 210.10it/s]
epoch 63600  training loss: 0.025073712691664696
epoch 63600  clean testing loss: 0.08217483013868332
epoch 63700  training loss: 0.025058843195438385
epoch 63700  clean testing loss: 0.08225801587104797
epoch 63800  training loss: 0.02504074200987816
epoch 63800  clean testing loss: 0.08216414600610733
epoch 63900  training loss: 0.025028564035892487

 64%|███████████████████████████████████████████████████▍                            | 64309/100000 [05:28<02:56, 201.98it/s]
epoch 64000  training loss: 0.025033937767148018
epoch 64000  clean testing loss: 0.08232545852661133
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 64100  training loss: 0.02500399574637413
epoch 64100  clean testing loss: 0.08221950381994247
epoch 64200  training loss: 0.024996675550937653
epoch 64200  clean testing loss: 0.08220834285020828
epoch 64300  training loss: 0.024988973513245583

 65%|███████████████████████████████████████████████████▊                            | 64722/100000 [05:30<02:57, 198.41it/s]
epoch 64400  training loss: 0.024993080645799637
epoch 64400  clean testing loss: 0.08227855712175369
epoch 64500  training loss: 0.02499215491116047
epoch 64500  clean testing loss: 0.08231525123119354
epoch 64600  training loss: 0.02496338076889515
epoch 64600  clean testing loss: 0.08254764974117279
epoch 64700  training loss: 0.024939347058534622

 65%|████████████████████████████████████████████████████                            | 65134/100000 [05:32<02:48, 206.71it/s]
epoch 64800  training loss: 0.024942463263869286
epoch 64800  clean testing loss: 0.08249491453170776
epoch 64900  training loss: 0.024942545220255852
epoch 64900  clean testing loss: 0.08255057781934738
epoch 65000  training loss: 0.024903293699026108
epoch 65000  clean testing loss: 0.08243492245674133
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 65100  training loss: 0.02489754930138588

 66%|████████████████████████████████████████████████████▍                           | 65550/100000 [05:34<02:44, 209.38it/s]
epoch 65200  training loss: 0.024888070300221443
epoch 65200  clean testing loss: 0.08248161524534225
epoch 65300  training loss: 0.024877404794096947
epoch 65300  clean testing loss: 0.08268273621797562
epoch 65400  training loss: 0.024869265034794807
epoch 65400  clean testing loss: 0.08253133296966553
epoch 65500  training loss: 0.02486184425652027

 66%|████████████████████████████████████████████████████▊                           | 65965/100000 [05:36<02:42, 209.82it/s]
epoch 65600  training loss: 0.024834569543600082
epoch 65600  clean testing loss: 0.0825687125325203
epoch 65700  training loss: 0.02485787309706211
epoch 65700  clean testing loss: 0.08261235803365707
epoch 65800  training loss: 0.024837849661707878
epoch 65800  clean testing loss: 0.08270629495382309
epoch 65900  training loss: 0.024843478575348854

 66%|█████████████████████████████████████████████████████                           | 66386/100000 [05:38<02:41, 208.61it/s]
epoch 66000  training loss: 0.024805953726172447
epoch 66000  clean testing loss: 0.0826236754655838
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 66100  training loss: 0.024780692532658577
epoch 66100  clean testing loss: 0.08266156911849976
epoch 66200  training loss: 0.024770772084593773
epoch 66200  clean testing loss: 0.08258933573961258
epoch 66300  training loss: 0.02477000094950199
epoch 66300  clean testing loss: 0.08255220204591751
epoch 66400  training loss: 0.024753987789154053

 67%|█████████████████████████████████████████████████████▍                          | 66801/100000 [05:40<02:38, 209.30it/s]
epoch 66500  training loss: 0.024746352806687355
epoch 66500  clean testing loss: 0.08273491263389587
epoch 66600  training loss: 0.0247320719063282
epoch 66600  clean testing loss: 0.08261915296316147
epoch 66700  training loss: 0.024723902344703674
epoch 66700  clean testing loss: 0.08265949785709381
epoch 66800  training loss: 0.02471473440527916

 67%|█████████████████████████████████████████████████████▊                          | 67211/100000 [05:42<02:41, 203.36it/s]
epoch 66900  training loss: 0.024721402674913406
epoch 66900  clean testing loss: 0.08258679509162903
epoch 67000  training loss: 0.024698860943317413
epoch 67000  clean testing loss: 0.08285344392061234
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 67100  training loss: 0.02468717284500599
epoch 67100  clean testing loss: 0.08254090696573257
epoch 67200  training loss: 0.02467603050172329

 68%|██████████████████████████████████████████████████████                          | 67629/100000 [05:44<02:39, 203.39it/s]
epoch 67300  training loss: 0.02466047741472721
epoch 67300  clean testing loss: 0.08277209848165512
epoch 67400  training loss: 0.024661334231495857
epoch 67400  clean testing loss: 0.08274134248495102
epoch 67500  training loss: 0.02464449033141136
epoch 67500  clean testing loss: 0.08287673443555832
epoch 67600  training loss: 0.0246345866471529

 68%|██████████████████████████████████████████████████████▍                         | 68042/100000 [05:46<02:36, 204.12it/s]
epoch 67700  training loss: 0.0246173944324255
epoch 67700  clean testing loss: 0.08288956433534622
epoch 67800  training loss: 0.02461094781756401
epoch 67800  clean testing loss: 0.08288100361824036
epoch 67900  training loss: 0.024594994261860847
epoch 67900  clean testing loss: 0.08295401185750961
epoch 68000  training loss: 0.024595238268375397
epoch 68000  clean testing loss: 0.08290881663560867

 68%|██████████████████████████████████████████████████████▊                         | 68457/100000 [05:48<02:32, 206.70it/s]
epoch 68100  training loss: 0.024573037400841713
epoch 68100  clean testing loss: 0.08293602615594864
epoch 68200  training loss: 0.024568889290094376
epoch 68200  clean testing loss: 0.08300188183784485
epoch 68300  training loss: 0.02455638162791729
epoch 68300  clean testing loss: 0.08300042897462845
epoch 68400  training loss: 0.024556118994951248

 69%|███████████████████████████████████████████████████████                         | 68872/100000 [05:50<02:29, 208.28it/s]
epoch 68500  training loss: 0.024536127224564552
epoch 68500  clean testing loss: 0.08304814994335175
epoch 68600  training loss: 0.024525543674826622
epoch 68600  clean testing loss: 0.08305230736732483
epoch 68700  training loss: 0.02452724613249302
epoch 68700  clean testing loss: 0.08312945812940598
epoch 68800  training loss: 0.02450459636747837

 69%|███████████████████████████████████████████████████████▍                        | 69287/100000 [05:52<02:26, 210.09it/s]
epoch 68900  training loss: 0.024501251056790352
epoch 68900  clean testing loss: 0.08307666331529617
epoch 69000  training loss: 0.024502387270331383
epoch 69000  clean testing loss: 0.08303564041852951
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 69100  training loss: 0.02448032796382904
epoch 69100  clean testing loss: 0.08314622938632965
epoch 69200  training loss: 0.02447168156504631

 70%|███████████████████████████████████████████████████████▊                        | 69700/100000 [05:54<02:28, 204.67it/s]
epoch 69300  training loss: 0.02446199581027031
epoch 69300  clean testing loss: 0.08310144394636154
epoch 69400  training loss: 0.02445780113339424
epoch 69400  clean testing loss: 0.08310986310243607
epoch 69500  training loss: 0.024449806660413742
epoch 69500  clean testing loss: 0.08320480585098267
epoch 69600  training loss: 0.024449052289128304
epoch 69600  clean testing loss: 0.08321208506822586
epoch 69700  training loss: 0.024438174441456795

 70%|████████████████████████████████████████████████████████                        | 70114/100000 [05:56<02:26, 203.98it/s]
epoch 69800  training loss: 0.024430515244603157
epoch 69800  clean testing loss: 0.08330678939819336
epoch 69900  training loss: 0.024416467174887657
epoch 69900  clean testing loss: 0.08323630690574646
epoch 70000  training loss: 0.024404730647802353
epoch 70000  clean testing loss: 0.08324261009693146
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 70100  training loss: 0.02440052479505539

 71%|████████████████████████████████████████████████████████▍                       | 70529/100000 [05:58<02:22, 206.14it/s]
epoch 70200  training loss: 0.024381674826145172
epoch 70200  clean testing loss: 0.08328007161617279
epoch 70300  training loss: 0.024374349042773247
epoch 70300  clean testing loss: 0.08333519101142883
epoch 70400  training loss: 0.024365440011024475
epoch 70400  clean testing loss: 0.0833510309457779
epoch 70500  training loss: 0.024355165660381317

 71%|████████████████████████████████████████████████████████▊                       | 70943/100000 [06:00<02:20, 207.40it/s]
epoch 70600  training loss: 0.024356022477149963
epoch 70600  clean testing loss: 0.08337827771902084
epoch 70700  training loss: 0.024340298026800156
epoch 70700  clean testing loss: 0.08330713212490082
epoch 70800  training loss: 0.0243301410228014
epoch 70800  clean testing loss: 0.0834263488650322
epoch 70900  training loss: 0.024320164695382118

 71%|█████████████████████████████████████████████████████████                       | 71357/100000 [06:02<02:17, 208.51it/s]
epoch 71000  training loss: 0.02431868202984333
epoch 71000  clean testing loss: 0.08352091908454895
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 71100  training loss: 0.024302499368786812
epoch 71100  clean testing loss: 0.08353513479232788
epoch 71200  training loss: 0.024294229224324226
epoch 71200  clean testing loss: 0.08355999737977982
epoch 71300  training loss: 0.02428908832371235

 72%|█████████████████████████████████████████████████████████▍                      | 71770/100000 [06:04<02:14, 209.77it/s]
epoch 71400  training loss: 0.024281684309244156
epoch 71400  clean testing loss: 0.08358704298734665
epoch 71500  training loss: 0.02426549233496189
epoch 71500  clean testing loss: 0.08369877189397812
epoch 71600  training loss: 0.024263210594654083
epoch 71600  clean testing loss: 0.08368056267499924
epoch 71700  training loss: 0.02424715831875801

 72%|█████████████████████████████████████████████████████████▋                      | 72183/100000 [06:06<02:17, 202.72it/s]
epoch 71800  training loss: 0.024261189624667168
epoch 71800  clean testing loss: 0.08365004509687424
epoch 71900  training loss: 0.02423281967639923
epoch 71900  clean testing loss: 0.0837230384349823
epoch 72000  training loss: 0.02423415519297123
epoch 72000  clean testing loss: 0.0838279128074646
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 72100  training loss: 0.024213895201683044

 73%|██████████████████████████████████████████████████████████                      | 72597/100000 [06:08<02:13, 205.44it/s]
epoch 72200  training loss: 0.024202706292271614
epoch 72200  clean testing loss: 0.08385390043258667
epoch 72300  training loss: 0.02419995702803135
epoch 72300  clean testing loss: 0.08375074714422226
epoch 72400  training loss: 0.024190600961446762
epoch 72400  clean testing loss: 0.08384712785482407
epoch 72500  training loss: 0.02418428286910057
epoch 72500  clean testing loss: 0.08378801494836807
epoch 72600  training loss: 0.02417888678610325

 73%|██████████████████████████████████████████████████████████▍                     | 73012/100000 [06:10<02:11, 204.68it/s]
epoch 72700  training loss: 0.02417103946208954
epoch 72700  clean testing loss: 0.08395984768867493
epoch 72800  training loss: 0.0241609588265419
epoch 72800  clean testing loss: 0.08388520032167435
epoch 72900  training loss: 0.02415567822754383
epoch 72900  clean testing loss: 0.08400069177150726
epoch 73000  training loss: 0.024138791486620903
epoch 73000  clean testing loss: 0.0839623510837555

 73%|██████████████████████████████████████████████████████████▋                     | 73427/100000 [06:12<02:07, 208.57it/s]
epoch 73100  training loss: 0.02412930503487587
epoch 73100  clean testing loss: 0.08394943922758102
epoch 73200  training loss: 0.024129312485456467
epoch 73200  clean testing loss: 0.08407044410705566
epoch 73300  training loss: 0.024114035069942474
epoch 73300  clean testing loss: 0.08394580334424973
epoch 73400  training loss: 0.02410457842051983

 74%|███████████████████████████████████████████████████████████                     | 73842/100000 [06:14<02:05, 209.12it/s]
epoch 73500  training loss: 0.024102021008729935
epoch 73500  clean testing loss: 0.08401776105165482
epoch 73600  training loss: 0.02409074455499649
epoch 73600  clean testing loss: 0.08405117690563202
epoch 73700  training loss: 0.02408229187130928
epoch 73700  clean testing loss: 0.08409062027931213
epoch 73800  training loss: 0.024080296978354454

 74%|███████████████████████████████████████████████████████████▍                    | 74256/100000 [06:16<02:01, 211.57it/s]
epoch 73900  training loss: 0.024066384881734848
epoch 73900  clean testing loss: 0.08408325910568237
epoch 74000  training loss: 0.024058910086750984
epoch 74000  clean testing loss: 0.08415164798498154
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 74100  training loss: 0.02405739761888981
epoch 74100  clean testing loss: 0.08412408083677292
epoch 74200  training loss: 0.0240413099527359

 75%|███████████████████████████████████████████████████████████▋                    | 74671/100000 [06:18<02:04, 202.89it/s]
epoch 74300  training loss: 0.02404456026852131
epoch 74300  clean testing loss: 0.08409149199724197
epoch 74400  training loss: 0.02402658574283123
epoch 74400  clean testing loss: 0.08420425653457642
epoch 74500  training loss: 0.02402377873659134
epoch 74500  clean testing loss: 0.0842045471072197
epoch 74600  training loss: 0.024017037823796272

 75%|████████████████████████████████████████████████████████████                    | 75087/100000 [06:20<02:02, 203.86it/s]
epoch 74700  training loss: 0.024006394669413567
epoch 74700  clean testing loss: 0.08424843102693558
epoch 74800  training loss: 0.02399911917746067
epoch 74800  clean testing loss: 0.08427221328020096
epoch 74900  training loss: 0.02399461530148983
epoch 74900  clean testing loss: 0.08424029499292374
epoch 75000  training loss: 0.023980412632226944
epoch 75000  clean testing loss: 0.08425257354974747
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...

epoch 75100  training loss: 0.02397332526743412
epoch 75100  clean testing loss: 0.08426918834447861
epoch 75200  training loss: 0.02396450750529766
epoch 75200  clean testing loss: 0.0843006819486618
epoch 75300  training loss: 0.02396504394710064
epoch 75300  clean testing loss: 0.08429794758558273
epoch 75400  training loss: 0.023959213867783546
epoch 75400  clean testing loss: 0.08421959728002548
epoch 75500  training loss: 0.02395050600171089

 76%|████████████████████████████████████████████████████████████▋                   | 75917/100000 [06:24<01:55, 208.38it/s]
epoch 75600  training loss: 0.02394193224608898
epoch 75600  clean testing loss: 0.08433270454406738
epoch 75700  training loss: 0.023933885619044304
