
  0%|                                                                                                 | 0/100000 [00:00<?, ?it/s]
epoch 52300  training loss: 0.03274193033576012
epoch 52300  clean testing loss: 0.11761937290430069
epoch 52400  training loss: 0.03272420912981033
epoch 52400  clean testing loss: 0.11780856549739838
epoch 52500  training loss: 0.032680533826351166
epoch 52500  clean testing loss: 0.11797183752059937
epoch 52600  training loss: 0.03267008438706398

 53%|████████████████████████████████████████████▊                                       | 53391/100000 [02:46<02:22, 327.10it/s]
epoch 52700  training loss: 0.03266993910074234
epoch 52700  clean testing loss: 0.11818622052669525
epoch 52800  training loss: 0.03266604617238045
epoch 52800  clean testing loss: 0.11834299564361572
epoch 52900  training loss: 0.0326751172542572
epoch 52900  clean testing loss: 0.11808807402849197
epoch 53000  training loss: 0.0326487272977829
epoch 53000  clean testing loss: 0.11816170066595078
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 53100  training loss: 0.03269696608185768
epoch 53100  clean testing loss: 0.11808179318904877
epoch 53200  training loss: 0.03269379585981369
epoch 53200  clean testing loss: 0.11812209337949753
epoch 53300  training loss: 0.03267791122198105

 54%|█████████████████████████████████████████████▍                                      | 54058/100000 [02:48<02:21, 325.64it/s]
epoch 53400  training loss: 0.03267882764339447
epoch 53400  clean testing loss: 0.11866899579763412
epoch 53500  training loss: 0.03257627785205841
epoch 53500  clean testing loss: 0.11860184371471405
epoch 53600  training loss: 0.03255686163902283
epoch 53600  clean testing loss: 0.11859604716300964
epoch 53700  training loss: 0.03255324810743332
epoch 53700  clean testing loss: 0.11823760718107224
epoch 53800  training loss: 0.03257749229669571
epoch 53800  clean testing loss: 0.11829569190740585
epoch 53900  training loss: 0.03260093554854393

 55%|█████████████████████████████████████████████▉                                      | 54721/100000 [02:50<02:18, 326.49it/s]
epoch 54000  training loss: 0.03258757293224335
epoch 54000  clean testing loss: 0.11863356828689575
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 54100  training loss: 0.03250633552670479
epoch 54100  clean testing loss: 0.11872010678052902
epoch 54200  training loss: 0.03251120448112488
epoch 54200  clean testing loss: 0.11898232996463776
epoch 54300  training loss: 0.032536040991544724
epoch 54300  clean testing loss: 0.11894895136356354
epoch 54400  training loss: 0.03250119090080261
epoch 54400  clean testing loss: 0.11868942528963089
epoch 54500  training loss: 0.032518234103918076
epoch 54500  clean testing loss: 0.1188059002161026
epoch 54600  training loss: 0.03247154504060745

 55%|██████████████████████████████████████████████▍                                     | 55353/100000 [02:52<02:16, 326.20it/s]
epoch 54700  training loss: 0.032510265707969666
epoch 54700  clean testing loss: 0.11894544959068298
epoch 54800  training loss: 0.03250923007726669
epoch 54800  clean testing loss: 0.11893584579229355
epoch 54900  training loss: 0.03249543905258179
epoch 54900  clean testing loss: 0.11875169724225998
epoch 55000  training loss: 0.03253454342484474
epoch 55000  clean testing loss: 0.11909446120262146
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 55100  training loss: 0.03247852623462677
epoch 55100  clean testing loss: 0.1190229058265686
epoch 55200  training loss: 0.03244688734412193

 56%|███████████████████████████████████████████████                                     | 56013/100000 [02:54<02:15, 324.50it/s]
epoch 55300  training loss: 0.032441146671772
epoch 55300  clean testing loss: 0.11913684755563736
epoch 55400  training loss: 0.03243817016482353
epoch 55400  clean testing loss: 0.11926408857107162
epoch 55500  training loss: 0.03242211788892746
epoch 55500  clean testing loss: 0.1190238669514656
epoch 55600  training loss: 0.03241243213415146
epoch 55600  clean testing loss: 0.11928914487361908
epoch 55700  training loss: 0.0324198342859745
epoch 55700  clean testing loss: 0.11902137100696564
epoch 55800  training loss: 0.032391421496868134
epoch 55800  clean testing loss: 0.11932968348264694
epoch 55900  training loss: 0.032426562160253525

 57%|███████████████████████████████████████████████▌                                    | 56677/100000 [02:56<02:12, 326.27it/s]
epoch 56000  training loss: 0.03244723752140999
epoch 56000  clean testing loss: 0.11967819929122925
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 56100  training loss: 0.03238800913095474
epoch 56100  clean testing loss: 0.11947601288557053
epoch 56200  training loss: 0.03236589580774307
epoch 56200  clean testing loss: 0.11946991086006165
epoch 56300  training loss: 0.03237342834472656
epoch 56300  clean testing loss: 0.11953487247228622
epoch 56400  training loss: 0.032372236251831055
epoch 56400  clean testing loss: 0.11946965754032135
epoch 56500  training loss: 0.032354727387428284

 57%|████████████████████████████████████████████████▏                                   | 57310/100000 [02:58<02:10, 326.88it/s]
epoch 56600  training loss: 0.03235993906855583
epoch 56600  clean testing loss: 0.1198238879442215
epoch 56700  training loss: 0.032344844192266464
epoch 56700  clean testing loss: 0.11938892304897308
epoch 56800  training loss: 0.03231693431735039
epoch 56800  clean testing loss: 0.11966994404792786
epoch 56900  training loss: 0.032340340316295624
epoch 56900  clean testing loss: 0.11978740245103836
epoch 57000  training loss: 0.03228504955768585
epoch 57000  clean testing loss: 0.11960454285144806
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 57100  training loss: 0.032307762652635574
epoch 57100  clean testing loss: 0.11966606229543686
epoch 57200  training loss: 0.03227237984538078

 58%|████████████████████████████████████████████████▋                                   | 57976/100000 [03:00<02:07, 328.43it/s]
epoch 57300  training loss: 0.032263483852148056
epoch 57300  clean testing loss: 0.11988848447799683
epoch 57400  training loss: 0.032290469855070114
epoch 57400  clean testing loss: 0.11992166936397552
epoch 57500  training loss: 0.032265301793813705
epoch 57500  clean testing loss: 0.11968501657247543
epoch 57600  training loss: 0.032296232879161835
epoch 57600  clean testing loss: 0.12021124362945557
epoch 57700  training loss: 0.032254427671432495
epoch 57700  clean testing loss: 0.11987195163965225
epoch 57800  training loss: 0.03224647790193558
epoch 57800  clean testing loss: 0.11993475258350372
epoch 57900  training loss: 0.03225750848650932

 59%|█████████████████████████████████████████████████▎                                  | 58640/100000 [03:02<02:06, 326.20it/s]
epoch 58000  training loss: 0.03224138915538788
epoch 58000  clean testing loss: 0.1202448159456253
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 58100  training loss: 0.03224632516503334
epoch 58100  clean testing loss: 0.12010706216096878
epoch 58200  training loss: 0.03226546198129654
epoch 58200  clean testing loss: 0.12013087421655655
epoch 58300  training loss: 0.03223300352692604
epoch 58300  clean testing loss: 0.12004927545785904
epoch 58400  training loss: 0.03222178295254707
epoch 58400  clean testing loss: 0.12016773968935013
epoch 58500  training loss: 0.03221805766224861

 59%|█████████████████████████████████████████████████▊                                  | 59274/100000 [03:04<02:04, 327.95it/s]
epoch 58600  training loss: 0.03220980986952782
epoch 58600  clean testing loss: 0.12014642357826233
epoch 58700  training loss: 0.032200440764427185
epoch 58700  clean testing loss: 0.12036141753196716
epoch 58800  training loss: 0.03217285871505737
epoch 58800  clean testing loss: 0.12046504765748978
epoch 58900  training loss: 0.03218092396855354
epoch 58900  clean testing loss: 0.1205931305885315
epoch 59000  training loss: 0.03214482218027115
epoch 59000  clean testing loss: 0.1202508956193924
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 59100  training loss: 0.03221079334616661
epoch 59100  clean testing loss: 0.12026264518499374
epoch 59200  training loss: 0.03217872604727745

 60%|██████████████████████████████████████████████████▎                                 | 59940/100000 [03:06<02:02, 328.10it/s]
epoch 59300  training loss: 0.03211170807480812
epoch 59300  clean testing loss: 0.12033146619796753
epoch 59400  training loss: 0.032186925411224365
epoch 59400  clean testing loss: 0.12056154757738113
epoch 59500  training loss: 0.03210994973778725
epoch 59500  clean testing loss: 0.12052838504314423
epoch 59600  training loss: 0.03211080655455589
epoch 59600  clean testing loss: 0.12040526419878006
epoch 59700  training loss: 0.03210125118494034
epoch 59700  clean testing loss: 0.12066470831632614
epoch 59800  training loss: 0.03208262845873833

 61%|██████████████████████████████████████████████████▉                                 | 60604/100000 [03:08<01:59, 328.77it/s]
epoch 59900  training loss: 0.032068781554698944
epoch 59900  clean testing loss: 0.12058945000171661
epoch 60000  training loss: 0.03207981958985329
epoch 60000  clean testing loss: 0.12079455703496933
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 60100  training loss: 0.032103635370731354
epoch 60100  clean testing loss: 0.12074089795351028
epoch 60200  training loss: 0.032070159912109375
epoch 60200  clean testing loss: 0.12066487222909927
epoch 60300  training loss: 0.03207523003220558
epoch 60300  clean testing loss: 0.12037158757448196
epoch 60400  training loss: 0.03206150233745575
epoch 60400  clean testing loss: 0.12078317999839783
epoch 60500  training loss: 0.03205448389053345

 61%|███████████████████████████████████████████████████▍                                | 61238/100000 [03:10<01:57, 328.58it/s]
epoch 60600  training loss: 0.03206351771950722
epoch 60600  clean testing loss: 0.12066201865673065
epoch 60700  training loss: 0.03203246369957924
epoch 60700  clean testing loss: 0.12078244984149933
epoch 60800  training loss: 0.032002124935388565
epoch 60800  clean testing loss: 0.12069056928157806
epoch 60900  training loss: 0.031998105347156525
epoch 60900  clean testing loss: 0.12057919800281525
epoch 61000  training loss: 0.03202639892697334
epoch 61000  clean testing loss: 0.12076706439256668
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 61100  training loss: 0.03200436010956764

 62%|████████████████████████████████████████████████████                                | 61907/100000 [03:12<01:56, 327.38it/s]
epoch 61200  training loss: 0.03199894353747368
epoch 61200  clean testing loss: 0.1209222748875618
epoch 61300  training loss: 0.03198235109448433
epoch 61300  clean testing loss: 0.12103912979364395
epoch 61400  training loss: 0.03195168077945709
epoch 61400  clean testing loss: 0.12110361456871033
epoch 61500  training loss: 0.03195834532380104
epoch 61500  clean testing loss: 0.12103274464607239
epoch 61600  training loss: 0.031945858150720596
epoch 61600  clean testing loss: 0.12112389504909515
epoch 61700  training loss: 0.031931206583976746
epoch 61700  clean testing loss: 0.12107234448194504
epoch 61800  training loss: 0.03191697970032692

 63%|████████████████████████████████████████████████████▌                               | 62569/100000 [03:14<01:54, 326.38it/s]
epoch 61900  training loss: 0.031900011003017426
epoch 61900  clean testing loss: 0.12100525200366974
epoch 62000  training loss: 0.03191770240664482
epoch 62000  clean testing loss: 0.12114381790161133
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 62100  training loss: 0.031905073672533035
epoch 62100  clean testing loss: 0.12143363058567047
epoch 62200  training loss: 0.0319121889770031
epoch 62200  clean testing loss: 0.12118344753980637
epoch 62300  training loss: 0.03192352503538132
epoch 62300  clean testing loss: 0.12142015993595123
epoch 62400  training loss: 0.03187454864382744

 63%|█████████████████████████████████████████████████████                               | 63202/100000 [03:16<01:53, 325.58it/s]
epoch 62500  training loss: 0.03194499760866165
epoch 62500  clean testing loss: 0.12135273963212967
epoch 62600  training loss: 0.031897157430648804
epoch 62600  clean testing loss: 0.12143344432115555
epoch 62700  training loss: 0.03188946470618248
epoch 62700  clean testing loss: 0.12134833633899689
epoch 62800  training loss: 0.031869616359472275
epoch 62800  clean testing loss: 0.12158064544200897
epoch 62900  training loss: 0.03189176321029663
epoch 62900  clean testing loss: 0.12166478484869003
epoch 63000  training loss: 0.031865496188402176
epoch 63000  clean testing loss: 0.12136495113372803
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 63100  training loss: 0.031824640929698944

 64%|█████████████████████████████████████████████████████▋                              | 63868/100000 [03:18<01:50, 326.87it/s]
epoch 63200  training loss: 0.03184742107987404
epoch 63200  clean testing loss: 0.12144066393375397
epoch 63300  training loss: 0.03183179721236229
epoch 63300  clean testing loss: 0.12148189544677734
epoch 63400  training loss: 0.031828831881284714
epoch 63400  clean testing loss: 0.12178485095500946
epoch 63500  training loss: 0.03180893138051033
epoch 63500  clean testing loss: 0.12179477512836456
epoch 63600  training loss: 0.03179451450705528
epoch 63600  clean testing loss: 0.12172664701938629
epoch 63700  training loss: 0.03178161382675171

 65%|██████████████████████████████████████████████████████▏                             | 64534/100000 [03:20<01:48, 325.60it/s]
epoch 63800  training loss: 0.031784895807504654
epoch 63800  clean testing loss: 0.12150940299034119
epoch 63900  training loss: 0.03173201158642769
epoch 63900  clean testing loss: 0.12183177471160889
epoch 64000  training loss: 0.031765781342983246
epoch 64000  clean testing loss: 0.12170460820198059
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 64100  training loss: 0.03174375742673874
epoch 64100  clean testing loss: 0.12174583971500397
epoch 64200  training loss: 0.03176892176270485
epoch 64200  clean testing loss: 0.12172547727823257
epoch 64300  training loss: 0.03177104517817497
epoch 64300  clean testing loss: 0.122022844851017
epoch 64400  training loss: 0.03177105635404587

 65%|██████████████████████████████████████████████████████▌                             | 64997/100000 [03:21<01:47, 325.16it/s]
epoch 64500  training loss: 0.03175738826394081
epoch 64500  clean testing loss: 0.12184971570968628
epoch 64600  training loss: 0.0317426398396492
epoch 64600  clean testing loss: 0.12207240611314774
epoch 64700  training loss: 0.03172954544425011
epoch 64700  clean testing loss: 0.12196482717990875
epoch 64800  training loss: 0.03170790895819664
epoch 64800  clean testing loss: 0.12210008502006531
epoch 64900  training loss: 0.03170761466026306
epoch 64900  clean testing loss: 0.12200319766998291
epoch 65000  training loss: 0.03169989213347435
epoch 65000  clean testing loss: 0.12202177941799164

 66%|███████████████████████████████████████████████████████▏                            | 65658/100000 [03:23<01:45, 325.55it/s]
epoch 65100  training loss: 0.031684666872024536
epoch 65100  clean testing loss: 0.12201854586601257
epoch 65200  training loss: 0.03172151744365692
epoch 65200  clean testing loss: 0.12218701094388962
epoch 65300  training loss: 0.03169753775000572
epoch 65300  clean testing loss: 0.1220124214887619
epoch 65400  training loss: 0.03168952092528343
epoch 65400  clean testing loss: 0.12210302799940109
epoch 65500  training loss: 0.03167840838432312
epoch 65500  clean testing loss: 0.12215662002563477
epoch 65600  training loss: 0.03167949989438057
epoch 65600  clean testing loss: 0.12220736593008041
epoch 65700  training loss: 0.031650520861148834

 66%|███████████████████████████████████████████████████████▋                            | 66322/100000 [03:25<01:42, 327.11it/s]
epoch 65800  training loss: 0.031630486249923706
epoch 65800  clean testing loss: 0.12210031598806381
epoch 65900  training loss: 0.03165276721119881
epoch 65900  clean testing loss: 0.12228793650865555
epoch 66000  training loss: 0.03165913373231888
epoch 66000  clean testing loss: 0.1222745031118393
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 66100  training loss: 0.031634148210287094
epoch 66100  clean testing loss: 0.12248460948467255
epoch 66200  training loss: 0.031642258167266846
epoch 66200  clean testing loss: 0.12226619571447372
epoch 66300  training loss: 0.03167428448796272

 67%|████████████████████████████████████████████████████████▎                           | 66988/100000 [03:28<01:41, 326.69it/s]
epoch 66400  training loss: 0.03161310404539108
epoch 66400  clean testing loss: 0.12222245335578918
epoch 66500  training loss: 0.031593047082424164
epoch 66500  clean testing loss: 0.12252262979745865
epoch 66600  training loss: 0.03161614388227463
epoch 66600  clean testing loss: 0.12231317162513733
epoch 66700  training loss: 0.03160145878791809
epoch 66700  clean testing loss: 0.12238171696662903
epoch 66800  training loss: 0.031603410840034485
epoch 66800  clean testing loss: 0.1222911849617958
epoch 66900  training loss: 0.031601741909980774
epoch 66900  clean testing loss: 0.12246721237897873
epoch 67000  training loss: 0.031574565917253494
epoch 67000  clean testing loss: 0.12243220955133438

 68%|████████████████████████████████████████████████████████▊                           | 67618/100000 [03:29<01:38, 327.89it/s]
epoch 67100  training loss: 0.03160801902413368
epoch 67100  clean testing loss: 0.12247050553560257
epoch 67200  training loss: 0.031596120446920395
epoch 67200  clean testing loss: 0.12254565209150314
epoch 67300  training loss: 0.03156958892941475
epoch 67300  clean testing loss: 0.12263821810483932
epoch 67400  training loss: 0.03154778853058815
epoch 67400  clean testing loss: 0.12251827865839005
epoch 67500  training loss: 0.03156671300530434
epoch 67500  clean testing loss: 0.12268459051847458
epoch 67600  training loss: 0.031558163464069366

 68%|█████████████████████████████████████████████████████████▎                          | 68283/100000 [03:32<01:36, 328.65it/s]
epoch 67700  training loss: 0.03153916448354721
epoch 67700  clean testing loss: 0.1228264644742012
epoch 67800  training loss: 0.03155887499451637
epoch 67800  clean testing loss: 0.12279736995697021
epoch 67900  training loss: 0.03152411803603172
epoch 67900  clean testing loss: 0.12275900691747665
epoch 68000  training loss: 0.031545739620923996
epoch 68000  clean testing loss: 0.12275239825248718
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 68100  training loss: 0.031546320766210556
epoch 68100  clean testing loss: 0.12289648503065109
epoch 68200  training loss: 0.03153550624847412
epoch 68200  clean testing loss: 0.12275779992341995
epoch 68300  training loss: 0.03152976557612419

 69%|█████████████████████████████████████████████████████████▉                          | 68948/100000 [03:34<01:35, 326.57it/s]
epoch 68400  training loss: 0.03150789439678192
epoch 68400  clean testing loss: 0.12288108468055725
epoch 68500  training loss: 0.03153133764863014
epoch 68500  clean testing loss: 0.12279155105352402
epoch 68600  training loss: 0.031505927443504333
epoch 68600  clean testing loss: 0.12296770513057709
epoch 68700  training loss: 0.03152447193861008
epoch 68700  clean testing loss: 0.12281608581542969
epoch 68800  training loss: 0.03150015324354172
epoch 68800  clean testing loss: 0.12295655906200409
epoch 68900  training loss: 0.03148665651679039
epoch 68900  clean testing loss: 0.12288004904985428
epoch 69000  training loss: 0.03148827701807022
epoch 69000  clean testing loss: 0.12308083474636078

 70%|██████████████████████████████████████████████████████████▍                         | 69583/100000 [03:35<01:32, 329.65it/s]
epoch 69100  training loss: 0.03149775415658951
epoch 69100  clean testing loss: 0.12287326902151108
epoch 69200  training loss: 0.03146282210946083
epoch 69200  clean testing loss: 0.12310604006052017
epoch 69300  training loss: 0.031452275812625885
epoch 69300  clean testing loss: 0.12292101979255676
epoch 69400  training loss: 0.0314716175198555
epoch 69400  clean testing loss: 0.12286276370286942
epoch 69500  training loss: 0.03147090971469879
epoch 69500  clean testing loss: 0.12296617776155472
epoch 69600  training loss: 0.031444963067770004

 70%|███████████████████████████████████████████████████████████                         | 70250/100000 [03:38<01:31, 325.40it/s]
epoch 69700  training loss: 0.03146844357252121
epoch 69700  clean testing loss: 0.12317677587270737
epoch 69800  training loss: 0.031481869518756866
epoch 69800  clean testing loss: 0.12316162139177322
epoch 69900  training loss: 0.03146126866340637
epoch 69900  clean testing loss: 0.12311045825481415
epoch 70000  training loss: 0.03146176412701607
epoch 70000  clean testing loss: 0.12291057407855988
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 70100  training loss: 0.03143729642033577
epoch 70100  clean testing loss: 0.12318523228168488
epoch 70200  training loss: 0.031420689076185226
epoch 70200  clean testing loss: 0.12310697883367538
epoch 70300  training loss: 0.03139570355415344

 71%|███████████████████████████████████████████████████████████▌                        | 70915/100000 [03:40<01:28, 328.05it/s]
epoch 70400  training loss: 0.031371887773275375
epoch 70400  clean testing loss: 0.122952900826931
epoch 70500  training loss: 0.0313907228410244
epoch 70500  clean testing loss: 0.12311054021120071
epoch 70600  training loss: 0.03140111267566681
epoch 70600  clean testing loss: 0.1232391744852066
epoch 70700  training loss: 0.031398531049489975
epoch 70700  clean testing loss: 0.12306062877178192
epoch 70800  training loss: 0.03137463703751564
epoch 70800  clean testing loss: 0.12316489219665527
epoch 70900  training loss: 0.03134785592556

 72%|████████████████████████████████████████████████████████████                        | 71547/100000 [03:42<01:26, 328.39it/s]
epoch 71000  training loss: 0.03136768192052841
epoch 71000  clean testing loss: 0.12321676313877106
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 71100  training loss: 0.03135691583156586
epoch 71100  clean testing loss: 0.12313791364431381
epoch 71200  training loss: 0.03135199099779129
epoch 71200  clean testing loss: 0.1230662390589714
epoch 71300  training loss: 0.03130582347512245
epoch 71300  clean testing loss: 0.12349490821361542
epoch 71400  training loss: 0.031317662447690964
epoch 71400  clean testing loss: 0.12326657772064209
epoch 71500  training loss: 0.03129700943827629
epoch 71500  clean testing loss: 0.1233610212802887
epoch 71600  training loss: 0.03130842000246048

 72%|████████████████████████████████████████████████████████████▋                       | 72210/100000 [03:44<01:25, 325.34it/s]
epoch 71700  training loss: 0.03128644824028015
epoch 71700  clean testing loss: 0.12330969423055649
epoch 71800  training loss: 0.031289953738451004
epoch 71800  clean testing loss: 0.12315043807029724
epoch 71900  training loss: 0.03130841255187988
epoch 71900  clean testing loss: 0.1234847903251648
epoch 72000  training loss: 0.03129864111542702
epoch 72000  clean testing loss: 0.12346813082695007
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 72100  training loss: 0.03129548951983452
epoch 72100  clean testing loss: 0.1232956200838089
epoch 72200  training loss: 0.031301915645599365

 73%|█████████████████████████████████████████████████████████████▏                      | 72837/100000 [03:46<01:30, 299.08it/s]
epoch 72300  training loss: 0.03127607703208923
epoch 72300  clean testing loss: 0.12340948730707169
epoch 72400  training loss: 0.031277138739824295
epoch 72400  clean testing loss: 0.12330687791109085
epoch 72500  training loss: 0.031268320977687836
epoch 72500  clean testing loss: 0.12337779998779297
epoch 72600  training loss: 0.031269706785678864
epoch 72600  clean testing loss: 0.12328732758760452
epoch 72700  training loss: 0.031276073306798935
epoch 72700  clean testing loss: 0.12337643653154373
epoch 72800  training loss: 0.031264517456293106

 73%|█████████████████████████████████████████████████████████████▌                      | 73353/100000 [03:48<01:43, 257.44it/s]
epoch 72900  training loss: 0.03126392140984535
epoch 72900  clean testing loss: 0.12377321720123291
epoch 73000  training loss: 0.031245339661836624
epoch 73000  clean testing loss: 0.12339406460523605
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 73100  training loss: 0.03125278651714325
epoch 73100  clean testing loss: 0.12340659648180008
epoch 73200  training loss: 0.031263627111911774
epoch 73200  clean testing loss: 0.12355607002973557
epoch 73300  training loss: 0.03122870810329914
epoch 73300  clean testing loss: 0.12381129711866379
epoch 73400  training loss: 0.031209275126457214

 74%|██████████████████████████████████████████████████████████████                      | 73884/100000 [03:50<01:41, 256.66it/s]
epoch 73500  training loss: 0.031238501891493797
epoch 73500  clean testing loss: 0.1235869824886322
epoch 73600  training loss: 0.031189145520329475
epoch 73600  clean testing loss: 0.12379874289035797
epoch 73700  training loss: 0.031200295314192772
epoch 73700  clean testing loss: 0.12364951521158218
epoch 73800  training loss: 0.031190650537610054
epoch 73800  clean testing loss: 0.12369858473539352
epoch 73900  training loss: 0.03121655434370041

 74%|██████████████████████████████████████████████████████████████▍                     | 74382/100000 [03:52<01:41, 253.59it/s]
epoch 74000  training loss: 0.03120996616780758
epoch 74000  clean testing loss: 0.1235303282737732
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 74100  training loss: 0.03114473447203636
epoch 74100  clean testing loss: 0.12365270406007767
epoch 74200  training loss: 0.03120090253651142
epoch 74200  clean testing loss: 0.12371826171875
epoch 74300  training loss: 0.031197665259242058
epoch 74300  clean testing loss: 0.12398688495159149
epoch 74400  training loss: 0.03119586408138275

 75%|██████████████████████████████████████████████████████████████▉                     | 74907/100000 [03:54<01:39, 253.20it/s]
epoch 74500  training loss: 0.03116784058511257
epoch 74500  clean testing loss: 0.12393096089363098
epoch 74600  training loss: 0.03116976097226143
epoch 74600  clean testing loss: 0.12396053969860077
epoch 74700  training loss: 0.031164923682808876
epoch 74700  clean testing loss: 0.1236884817481041
epoch 74800  training loss: 0.031133368611335754
epoch 74800  clean testing loss: 0.12378658354282379
epoch 74900  training loss: 0.031145140528678894

 75%|███████████████████████████████████████████████████████████████▎                    | 75359/100000 [03:56<01:54, 214.81it/s]
epoch 75000  training loss: 0.03114861622452736
epoch 75000  clean testing loss: 0.12387677282094955
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 75100  training loss: 0.031136423349380493
epoch 75100  clean testing loss: 0.12384121119976044
epoch 75200  training loss: 0.031121324747800827
epoch 75200  clean testing loss: 0.12397938221693039
epoch 75300  training loss: 0.031118756160140038

 76%|███████████████████████████████████████████████████████████████▋                    | 75784/100000 [03:58<01:52, 215.04it/s]
epoch 75400  training loss: 0.03109521046280861
epoch 75400  clean testing loss: 0.12398790568113327
epoch 75500  training loss: 0.03110777959227562
epoch 75500  clean testing loss: 0.12391214817762375
epoch 75600  training loss: 0.031115341931581497
epoch 75600  clean testing loss: 0.12397098541259766
epoch 75700  training loss: 0.03112027980387211
epoch 75700  clean testing loss: 0.1239149421453476
epoch 75800  training loss: 0.03112112358212471

 76%|████████████████████████████████████████████████████████████████                    | 76213/100000 [04:00<01:52, 211.71it/s]
epoch 75900  training loss: 0.031148497015237808
epoch 75900  clean testing loss: 0.12388235330581665
epoch 76000  training loss: 0.031107017770409584
epoch 76000  clean testing loss: 0.12398431450128555
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 76100  training loss: 0.031115295365452766
epoch 76100  clean testing loss: 0.1241503581404686
epoch 76200  training loss: 0.031092537567019463

 77%|████████████████████████████████████████████████████████████████▍                   | 76640/100000 [04:02<01:52, 207.60it/s]
epoch 76300  training loss: 0.031095430254936218
epoch 76300  clean testing loss: 0.12419401854276657
epoch 76400  training loss: 0.031085243448615074
epoch 76400  clean testing loss: 0.12401876598596573
epoch 76500  training loss: 0.031095387414097786
epoch 76500  clean testing loss: 0.12436104565858841
epoch 76600  training loss: 0.031114259734749794

 77%|████████████████████████████████████████████████████████████████▋                   | 77030/100000 [04:04<02:06, 182.02it/s]
epoch 76700  training loss: 0.031099921092391014
epoch 76700  clean testing loss: 0.12418399751186371
epoch 76800  training loss: 0.03110636956989765
epoch 76800  clean testing loss: 0.12412817031145096
epoch 76900  training loss: 0.031059427186846733
epoch 76900  clean testing loss: 0.12413626164197922
epoch 77000  training loss: 0.031079325824975967
epoch 77000  clean testing loss: 0.12414583563804626

 77%|█████████████████████████████████████████████████████████████████                   | 77387/100000 [04:06<02:05, 180.19it/s]
epoch 77100  training loss: 0.031064435839653015
epoch 77100  clean testing loss: 0.12433025240898132
epoch 77200  training loss: 0.031058087944984436
epoch 77200  clean testing loss: 0.124239981174469
epoch 77300  training loss: 0.031064830720424652
epoch 77300  clean testing loss: 0.124171182513237
epoch 77400  training loss: 0.031055396422743797

 78%|█████████████████████████████████████████████████████████████████▎                  | 77742/100000 [04:08<02:06, 175.39it/s]
epoch 77500  training loss: 0.031061705201864243
epoch 77500  clean testing loss: 0.12427592277526855
epoch 77600  training loss: 0.031068166717886925
epoch 77600  clean testing loss: 0.12424512207508087
epoch 77700  training loss: 0.031038859859108925

 78%|█████████████████████████████████████████████████████████████████▌                  | 78098/100000 [04:10<02:04, 176.47it/s]
epoch 77800  training loss: 0.031038638204336166
epoch 77800  clean testing loss: 0.12429229170084
